depth,temperature
1,9.271
2,9.274
3,9.276
4,9.278
5,9.28
6,9.281
7,9.282
8,9.283
9,9.284
10,9.285
11,9.286
12,9.287
13,9.288
14,9.288
15,9.289
16,9.29
17,9.29
18,9.291
19,9.291
20,9.292
22,9.293
24,9.293
26,9.294
28,9.239
30,9.062
32,8.793
34,8.497
36,8.282
38,8.07
40,7.862
42,7.645
44,7.444
46,7.26
48,7.095
50,6.947
52,6.804
54,6.681
56,6.58
58,6.494
60,6.422
70,6.25
80,6.155
90,6.108
100,6.092
110,6.085
120,6.079
130,6.077
150,6.078
